package,usability,usability_code,metadata,metadata_code,freshness,freshness_code,completeness,completeness_code,accessibility,accessibility_code,store_type,division,score,score_norm,grade,grade_norm,recorded_at
fire-services-emergency-incident-basic-detail,0.97,~constant_cols:Ward_At_Event_Dispatch,0.84,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95,,1.0,,1.0,,datastore,Fire Services,0.93,0.84,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.9,~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.9,~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
community-grants-allocations,0.0,Not Applicable,1.0,,0.94,,0.0,Not Applicable,0.9,~filestore_resource,filestore,"Social Development, Finance & Administration",0.94,0.86,Gold,Gold,2023-05-29T17:53:36Z
